text,question,info_column_two,info_column_three,text_answer,info_column_five,info_column_six,info_column_seven,info_column_eight,info_column_9,10,11,12,id,text_chunk,start_index
VULN-04,Are your systems scanned externally for vulnerabilities?,Yes,Yes; daily builds are run against several vulnerability detection services and patch updates are auto deployed with each new release. We use AWS Security Hub and GuardDuty to perform and monitor system vulnerabilities.,Decribe your external system vulnerability scanning strategy.,,,,,,,,,197,VULN-04,0.0
VULN-05,Have your systems had an external vulnerability assessment in the last year?,Yes,Yes; daily builds are run against several vulnerability detection services and patch updates are auto deployed with each new release. We use AWS Security Hub and GuardDuty to perform and monitor system vulnerabilities.,State the date of your most recent system external assessment.,,,,,,,,,198,VULN-05,0.0
VULN-06,Describe or provide a reference to the tool(s) used to scan for vulnerabilities in your applications and systems.,We use AWS Security Hub and GuardDuty to perform and monitor system vulnerabilities.,,Ensure that all elements of VULN-06 are clearly stated in your response.,,,,,,,,,199,VULN-06,0.0
VULN-07,Will you provide results of security scans to the Institution?,Yes,Please see attached.,Provide a reference to security scan documentation.,,,,,,,,,200,VULN-07,0.0
VULN-08,"Describe or provide a reference to how you monitor for and protect against common web application security vulnerabilities (e.g. SQL injection, XSS, XSRF, etc.).","ORMs, Static Code Analysis, Peer Review",,Ensure that all elements of VULN-08 are clearly stated in your response.,,,,,,,,,201,VULN-08,0.0
VULN-09,Will you allow the institution to perform its own security testing of your systems and/or application provided that testing is performed at a mutually agreed upon time and date?,Yes,"A testing can be scheduled directly with Anthony Walasik, Director of Product Development.",Provide reference to the process or procedure to setup security testing times and scopes.,,,,,,,,,202,VULN-09,0.0
HIPA-01,Do your workforce members receive regular training related to the HIPAA Privacy and Security Rules and the HITECH Act?,,,Refer to HIPAA regulations documentation for supplemental guidance in this section.,,,,,,,,,203,HIPA-01,0.0
HIPA-02,Do you monitor or receive information regarding changes in HIPAA regulations?,,,Refer to HIPAA regulations documentation for supplemental guidance in this section.,,,,,,,,,204,HIPA-02,0.0
HIPA-03,Has your organization designated HIPAA Privacy and Security officers as required by the Rules?,,,Refer to HIPAA regulations documentation for supplemental guidance in this section.,,,,,,,,,205,HIPA-03,0.0
HIPA-04,Do you comply with the requirements of the Health Information Technology for Economic and Clinical Health Act (HITECH)?,,,Refer to HIPAA regulations documentation for supplemental guidance in this section.,,,,,,,,,206,HIPA-04,0.0
HIPA-05,Do you have an incident response process and reporting in place to investigate any potential incidents and report actual incidents?,,,Refer to HIPAA regulations documentation for supplemental guidance in this section.,,,,,,,,,207,HIPA-05,0.0
HIPA-06,Do you have a plan to comply with the Breach Notification requirements if there is a breach of data?,,,Refer to HIPAA regulations documentation for supplemental guidance in this section.,,,,,,,,,208,HIPA-06,0.0
HIPA-07,Have you conducted a risk analysis as required under the Security Rule?,,,Refer to HIPAA regulations documentation for supplemental guidance in this section.,,,,,,,,,209,HIPA-07,0.0
HIPA-08,Have you identified areas of risks?,,,Refer to HIPAA regulations documentation for supplemental guidance in this section.,,,,,,,,,210,HIPA-08,0.0
HIPA-09,Have you taken actions to mitigate the identified risks?,,,Refer to HIPAA regulations documentation for supplemental guidance in this section.,,,,,,,,,211,HIPA-09,0.0
HIPA-10,Does your application require user and system administrator password changes at a frequency no greater than 90 days?,,,Refer to HIPAA regulations documentation for supplemental guidance in this section.,,,,,,,,,212,HIPA-10,0.0
HIPA-11,Does your application require a user to set their own password after an administrator reset or on first use of the account?,,,Refer to HIPAA regulations documentation for supplemental guidance in this section.,,,,,,,,,213,HIPA-11,0.0
HIPA-12,Does your application lock-out an account after a number of failed login attempts? ,,,Refer to HIPAA regulations documentation for supplemental guidance in this section.,,,,,,,,,214,HIPA-12,0.0
HIPA-13,Does your application automatically lock or log-out an account after a period of inactivity?,,,Refer to HIPAA regulations documentation for supplemental guidance in this section.,,,,,,,,,215,HIPA-13,0.0
HIPA-14,"Are passwords visible in plain text, whether when stored or entered, including service level accounts (i.e. database accounts, etc.)?",,,Refer to HIPAA regulations documentation for supplemental guidance in this section.,,,,,,,,,216,HIPA-14,0.0
HIPA-15,"If the application is institution-hosted, can all service level and administrative account passwords be changed by the institution?",,,Refer to HIPAA regulations documentation for supplemental guidance in this section.,,,,,,,,,217,HIPA-15,0.0
HIPA-16,Does your application provide the ability to define user access levels?,,,Refer to HIPAA regulations documentation for supplemental guidance in this section.,,,,,,,,,218,HIPA-16,0.0
HIPA-17,Does your application support varying levels of access to administrative tasks defined individually per user?,,,Refer to HIPAA regulations documentation for supplemental guidance in this section.,,,,,,,,,219,HIPA-17,0.0
HIPA-18,Does your application support varying levels of access to records based on user ID?,,,Refer to HIPAA regulations documentation for supplemental guidance in this section.,,,,,,,,,220,HIPA-18,0.0
HIPA-19,Is there a limit to the number of groups a user can be assigned?,,,Refer to HIPAA regulations documentation for supplemental guidance in this section.,,,,,,,,,221,HIPA-19,0.0
HIPA-20,Do accounts used for vendor supplied remote support abide by the same authentication policies and access logging as the rest of the system?,,,Refer to HIPAA regulations documentation for supplemental guidance in this section.,,,,,,,,,222,HIPA-20,0.0
HIPA-21,"Does the application log record access including specific user, date/time of access, and originating IP or device? ",,,Refer to HIPAA regulations documentation for supplemental guidance in this section.,,,,,,,,,223,HIPA-21,0.0
HIPA-22,"Does the application log administrative activity, such user account access changes and password changes, including specific user, date/time of changes, and originating IP or device?",,,Refer to HIPAA regulations documentation for supplemental guidance in this section.,,,,,,,,,224,HIPA-22,0.0
HIPA-23,How long does the application keep access/change logs?,,,Refer to HIPAA regulations documentation for supplemental guidance in this section.,,,,,,,,,225,HIPA-23,0.0
HIPA-24,Can the application logs be archived? ,,,Refer to HIPAA regulations documentation for supplemental guidance in this section.,,,,,,,,,226,HIPA-24,0.0
HIPA-25,Can the application logs be saved externally? ,,,Refer to HIPAA regulations documentation for supplemental guidance in this section.,,,,,,,,,227,HIPA-25,0.0
HIPA-26,Does your data backup and retention policies and practices meet HIPAA requirements?,,,Refer to HIPAA regulations documentation for supplemental guidance in this section.,,,,,,,,,228,HIPA-26,0.0
HIPA-27,Do you have a disaster recovery plan and emergency mode operation plan?,,,Refer to HIPAA regulations documentation for supplemental guidance in this section.,,,,,,,,,229,HIPA-27,0.0
HIPA-28,Have the policies/plans mentioned above been tested?,,,Refer to HIPAA regulations documentation for supplemental guidance in this section.,,,,,,,,,230,HIPA-28,0.0
HIPA-29,Can you provide a HIPAA compliance attestation document?,,,Refer to HIPAA regulations documentation for supplemental guidance in this section.,,,,,,,,,231,HIPA-29,0.0
HIPA-30,Are you willing to enter into a Business Associate Agreement (BAA)?,,,Refer to HIPAA regulations documentation for supplemental guidance in this section.,,,,,,,,,232,HIPA-30,0.0
HIPA-31,Have you entered into a BAA with all subcontractors who may have access to protected health information (PHI)?,,,Refer to HIPAA regulations documentation for supplemental guidance in this section.,,,,,,,,,233,HIPA-31,0.0
PCI DSS - Optional based on QUALIFIER response.,,Vendor Answers,Additional Information,Guidance,,,,,,,,,234,PCI DSS - Optional based on QUALIFIER response.,0.0
PCID-01,"Do your systems or products store, process, or transmit cardholder (payment/credit/debt card) data?",,,Refer to PCI DSS Security Standards for supplemental guidance in this section,,,,,,,,,235,PCID-01,0.0
PCID-02,Are you compliant with the Payment Card Industry Data Security Standard (PCI DSS)?,,,Refer to PCI DSS Security Standards for supplemental guidance in this section,,,,,,,,,236,PCID-02,0.0
PCID-03,"Do you have a current, executed within the past year, Attestation of Compliance (AoC) or Report on Compliance (RoC)?",,,Refer to PCI DSS Security Standards for supplemental guidance in this section,,,,,,,,,237,PCID-03,0.0
PCID-04,Are you classified as a service provider?,,,Refer to PCI DSS Security Standards for supplemental guidance in this section,,,,,,,,,238,PCID-04,0.0
PCID-05,Are you on the list of VISA approved service providers? ,,,Refer to PCI DSS Security Standards for supplemental guidance in this section,,,,,,,,,239,PCID-05,0.0
PCID-06,"Are you classified as a merchant?  If so, what level (1, 2, 3, 4)?",,,Refer to PCI DSS Security Standards for supplemental guidance in this section,,,,,,,,,240,PCID-06,0.0
PCID-07,Describe the architecture employed by the system to verify and authorize credit card transactions.,,,Refer to PCI DSS Security Standards for supplemental guidance in this section,,,,,,,,,241,PCID-07,0.0
PCID-08,What payment processors/gateways does the system support? ,,,Refer to PCI DSS Security Standards for supplemental guidance in this section,,,,,,,,,242,PCID-08,0.0
PCID-09,Can the application be installed in a PCI DSS compliant manner ?,,,Refer to PCI DSS Security Standards for supplemental guidance in this section,,,,,,,,,243,PCID-09,0.0
PCID-10,Is the application listed as an approved PA-DSS application? ,,,Refer to PCI DSS Security Standards for supplemental guidance in this section,,,,,,,,,244,PCID-10,0.0
PCID-11,"Does the system or products use a third party to collect, store, process, or transmit cardholder (payment/credit/debt card) data?",,,,,,,,,,,,245,PCID-11,0.0
PCID-12,Include documentation describing the systems' abilities to comply with the PCI DSS and any features or capabilities of the system that must be added or changed in order to operate in compliance with the standards. ,,,Refer to PCI DSS Security Standards for supplemental guidance in this section,,,,,,,,,246,PCID-12,0.0
